name,diameter,red
orange,8.74,151
orange,8.74,156
orange,8.75,154
orange,8.75,160
orange,8.75,163
orange,8.75,164
orange,8.75,159
orange,8.75,166
orange,8.75,152
orange,8.75,163
orange,8.75,142
orange,8.75,172
orange,8.75,166
orange,8.76,159
orange,8.76,143
orange,8.76,157
orange,8.76,151
orange,8.76,141
orange,8.76,165
orange,8.76,155
orange,8.76,141
orange,8.76,141
orange,8.76,162
orange,8.76,162
orange,8.76,148
orange,8.76,150
orange,8.76,153
orange,8.76,184
orange,8.76,162
orange,8.76,152
orange,8.76,150
orange,8.76,159
orange,8.77,154
orange,8.77,164
orange,8.77,164
orange,8.77,169
orange,8.77,176
orange,8.77,160
orange,8.77,158
orange,8.77,163
orange,8.77,141
orange,8.77,171
orange,8.77,156
orange,8.77,166
orange,8.77,172
orange,8.77,148
orange,8.77,149
orange,8.77,154
orange,8.77,175
orange,8.77,159
orange,8.77,160
orange,8.77,160
orange,8.77,155
orange,8.77,125
orange,8.78,180
orange,8.78,162
orange,8.78,144
orange,8.78,168
orange,8.78,151
orange,8.78,176
orange,8.78,168
orange,8.78,147
orange,8.78,157
orange,8.78,152
orange,8.78,158
orange,8.78,161
orange,8.78,147
orange,8.78,140
orange,8.78,156
orange,8.78,160
orange,8.78,187
orange,8.78,169
orange,8.78,152
orange,8.78,175
orange,8.78,152
orange,8.79,151
orange,8.79,172
orange,8.79,160
orange,8.79,160
orange,8.79,142
orange,8.79,164
orange,8.79,163
orange,8.79,147
orange,8.79,164
orange,8.79,152
orange,8.79,139
orange,8.79,161
orange,8.79,147
orange,8.79,162
orange,8.79,149
orange,8.79,159
orange,8.8,161
orange,8.8,158
orange,8.8,147
orange,8.8,168
orange,8.8,156
orange,8.8,153
orange,8.8,156
orange,8.8,153
orange,8.8,156
orange,8.8,173
orange,8.8,146
orange,8.8,140
orange,8.8,149
orange,8.8,144
orange,8.8,159
orange,8.8,162
orange,8.81,165
orange,8.81,160
orange,8.81,150
orange,8.81,158
orange,8.81,146
orange,8.81,140
orange,8.81,158
orange,8.81,162
orange,8.81,156
orange,8.81,130
orange,8.81,154
orange,8.81,162
orange,8.81,170
orange,8.81,146
orange,8.81,153
orange,8.81,159
orange,8.81,137
orange,8.81,161
orange,8.81,163
orange,8.81,147
orange,8.81,164
orange,8.81,152
orange,8.81,152
orange,8.81,149
orange,8.81,170
orange,8.82,174
orange,8.82,150
orange,8.82,166
orange,8.82,145
orange,8.82,130
orange,8.82,156
orange,8.82,159
orange,8.82,151
orange,8.82,140
orange,8.82,167
orange,8.82,158
orange,8.82,154
orange,8.82,175
orange,8.82,164
orange,8.82,172
orange,8.82,159
orange,8.82,154
orange,8.83,155
orange,8.83,168
orange,8.83,176
orange,8.83,172
orange,8.83,161
orange,8.83,151
orange,8.83,158
orange,8.83,155
orange,8.83,146
orange,8.83,165
orange,8.83,150
orange,8.83,179
orange,8.83,166
orange,8.83,156
orange,8.83,165
orange,8.84,163
orange,8.84,148
orange,8.84,171
orange,8.84,148
orange,8.84,151
orange,8.84,167
orange,8.84,161
orange,8.84,162
orange,8.84,156
orange,8.84,147
orange,8.84,158
orange,8.84,168
orange,8.85,147
orange,8.85,147
orange,8.85,150
orange,8.85,155
orange,8.85,163
orange,8.85,140
orange,8.85,153
orange,8.85,160
orange,8.85,145
orange,8.85,149
orange,8.85,149
orange,8.85,153
orange,8.85,156
orange,8.85,152
orange,8.86,158
orange,8.86,164
orange,8.86,147
orange,8.86,164
orange,8.86,146
orange,8.86,156
orange,8.86,170
orange,8.86,160
orange,8.86,162
orange,8.86,181
orange,8.86,158
orange,8.86,148
orange,8.86,142
orange,8.87,161
orange,8.87,160
orange,8.87,164
orange,8.87,159
orange,8.87,149
orange,8.87,166
orange,8.87,156
orange,8.87,168
orange,8.87,166
orange,8.87,161
orange,8.87,164
orange,8.87,151
orange,8.88,148
orange,8.88,148
orange,8.88,164
orange,8.88,176
orange,8.88,144
orange,8.88,174
orange,8.88,153
orange,8.88,154
orange,8.88,141
orange,8.88,163
orange,8.88,146
orange,8.88,152
orange,8.88,153
orange,8.88,169
orange,8.88,153
orange,8.88,148
orange,8.88,158
orange,8.88,145
orange,8.88,176
orange,8.88,151
orange,8.88,158
orange,8.88,144
orange,8.89,138
orange,8.89,142
orange,8.89,156
orange,8.89,162
orange,8.89,153
orange,8.89,153
orange,8.89,169
orange,8.89,156
orange,8.89,158
orange,8.89,174
orange,8.89,152
orange,8.89,149
orange,8.89,138
orange,8.89,162
orange,8.89,164
orange,8.89,156
orange,8.9,145
orange,8.9,158
orange,8.9,158
orange,8.9,168
orange,8.9,155
orange,8.9,153
orange,8.9,167
orange,8.9,168
orange,8.9,144
orange,8.9,171
orange,8.9,167
orange,8.9,144
orange,8.9,154
orange,8.9,163
orange,8.9,160
orange,8.9,152
orange,8.91,165
orange,8.91,174
orange,8.91,164
orange,8.91,147
orange,8.91,164
orange,8.91,131
orange,8.91,161
orange,8.91,159
orange,8.91,160
orange,8.91,169
orange,8.91,155
orange,8.91,159
orange,8.91,153
orange,8.91,162
orange,8.91,185
orange,8.91,164
orange,8.91,143
orange,8.91,160
orange,8.92,171
orange,8.92,169
orange,8.92,166
orange,8.92,154
orange,8.92,155
orange,8.92,144
orange,8.92,161
orange,8.92,162
orange,8.92,156
orange,8.92,163
orange,8.92,162
orange,8.92,159
orange,8.92,163
orange,8.92,164
orange,8.93,141
orange,8.93,164
orange,8.93,145
orange,8.93,147
orange,8.93,127
orange,8.93,164
orange,8.93,164
orange,8.93,166
orange,8.93,146
orange,8.93,174
orange,8.93,164
orange,8.93,163
orange,8.93,163
orange,8.93,139
orange,8.93,152
orange,8.93,159
orange,8.94,160
orange,8.94,159
orange,8.94,151
orange,8.94,176
orange,8.94,157
orange,8.94,162
orange,8.94,165
orange,8.94,172
orange,8.94,163
orange,8.94,159
orange,8.94,150
orange,8.94,158
orange,8.94,176
orange,8.94,156
orange,8.94,160
orange,8.94,151
orange,8.94,157
orange,8.94,152
orange,8.94,174
orange,8.94,155
orange,8.94,166
orange,8.94,161
orange,8.94,155
orange,8.94,152
orange,8.94,146
orange,8.95,156
orange,8.95,149
orange,8.95,148
orange,8.95,141
orange,8.95,145
orange,8.95,141
orange,8.95,159
orange,8.95,152
orange,8.95,141
orange,8.95,161
orange,8.95,159
orange,8.96,147
orange,8.96,155
orange,8.96,154
orange,8.96,160
orange,8.96,146
orange,8.96,149
orange,8.96,151
orange,8.96,165
orange,8.96,167
orange,8.96,159
orange,8.96,166
orange,8.96,150
orange,8.96,149
orange,8.97,143
orange,8.97,154
orange,8.97,156
orange,8.97,152
orange,8.97,168
orange,8.97,151
orange,8.97,156
orange,8.97,167
orange,8.97,158
orange,8.97,142
orange,8.97,161
orange,8.97,152
orange,8.98,178
orange,8.98,131
orange,8.98,163
orange,8.98,165
orange,8.98,155
orange,8.98,148
orange,8.98,164
orange,8.98,144
orange,8.98,158
orange,8.99,171
orange,8.99,147
orange,8.99,155
orange,8.99,165
orange,8.99,143
orange,8.99,162
orange,8.99,161
orange,8.99,154
orange,8.99,159
orange,8.99,161
orange,8.99,149
orange,9,154
orange,9,132
orange,9,148
orange,9,162
orange,9,151
orange,9,154
orange,9,146
orange,9,158
orange,9,145
orange,9,150
orange,9,159
orange,9,156
orange,9,154
orange,9,151
orange,9,164
orange,9,149
orange,9.01,165
orange,9.01,174
orange,9.01,170
orange,9.01,149
orange,9.01,141
orange,9.01,140
orange,9.01,170
orange,9.01,147
orange,9.01,145
orange,9.01,181
orange,9.01,156
orange,9.01,155
orange,9.02,139
orange,9.02,164
orange,9.02,147
orange,9.02,163
orange,9.02,179
orange,9.02,153
orange,9.02,147
orange,9.02,147
orange,9.02,141
orange,9.02,152
orange,9.02,162
orange,9.02,165
orange,9.02,168
orange,9.02,159
orange,9.02,153
orange,9.02,155
orange,9.03,165
orange,9.03,152
orange,9.03,160
orange,9.03,167
orange,9.03,141
orange,9.03,162
orange,9.03,148
orange,9.03,155
orange,9.03,159
orange,9.03,137
orange,9.03,160
orange,9.03,151
orange,9.03,161
orange,9.03,150
orange,9.03,143
orange,9.03,156
orange,9.03,153
orange,9.03,149
orange,9.03,159
orange,9.04,166
orange,9.04,160
orange,9.04,168
orange,9.04,158
orange,9.04,169
orange,9.04,173
orange,9.04,162
orange,9.04,142
orange,9.04,164
orange,9.04,156
orange,9.04,158
orange,9.04,166
orange,9.04,138
orange,9.05,157
orange,9.05,165
orange,9.05,145
orange,9.05,145
orange,9.05,158
orange,9.05,165
orange,9.05,159
orange,9.05,156
orange,9.05,169
orange,9.05,156
orange,9.05,150
orange,9.05,152
orange,9.05,176
orange,9.05,147
orange,9.05,155
orange,9.05,146
orange,9.05,160
orange,9.05,138
orange,9.05,153
orange,9.05,152
orange,9.05,147
orange,9.06,157
orange,9.06,160
orange,9.06,159
orange,9.06,151
orange,9.06,171
orange,9.06,157
orange,9.06,164
orange,9.06,157
orange,9.06,162
orange,9.06,154
orange,9.06,147
orange,9.06,155
orange,9.06,163
orange,9.06,159
orange,9.06,168
orange,9.06,150
orange,9.06,180
orange,9.06,135
orange,9.06,149
orange,9.06,157
orange,9.07,153
orange,9.07,156
orange,9.07,141
orange,9.07,162
orange,9.07,152
orange,9.07,161
orange,9.07,147
orange,9.07,149
orange,9.07,154
orange,9.07,160
orange,9.08,147
orange,9.08,156
orange,9.08,154
orange,9.08,153
orange,9.08,156
orange,9.08,154
orange,9.08,142
orange,9.08,166
orange,9.08,163
orange,9.08,160
orange,9.08,154
orange,9.08,161
orange,9.08,163
orange,9.08,153
orange,9.08,165
orange,9.09,158
orange,9.09,153
orange,9.09,163
orange,9.09,133
orange,9.09,160
orange,9.09,153
orange,9.09,155
orange,9.09,166
orange,9.09,161
orange,9.09,156
orange,9.09,160
orange,9.09,159
orange,9.09,149
orange,9.09,158
orange,9.09,168
orange,9.09,146
orange,9.1,170
orange,9.1,163
orange,9.1,152
orange,9.1,165
orange,9.1,147
orange,9.1,144
orange,9.1,141
orange,9.1,175
orange,9.1,144
orange,9.1,141
orange,9.1,188
orange,9.1,155
orange,9.1,162
orange,9.1,162
orange,9.1,154
orange,9.1,152
orange,9.1,149
orange,9.1,170
orange,9.1,149
orange,9.1,151
orange,9.11,170
orange,9.11,153
orange,9.11,158
orange,9.11,151
orange,9.11,157
orange,9.11,157
orange,9.11,170
orange,9.11,133
orange,9.11,167
orange,9.11,147
orange,9.11,175
orange,9.11,173
orange,9.11,163
orange,9.11,162
orange,9.11,151
orange,9.12,163
orange,9.12,167
orange,9.12,132
orange,9.12,146
orange,9.12,151
orange,9.12,137
orange,9.12,148
orange,9.12,139
orange,9.12,170
orange,9.12,152
orange,9.12,152
orange,9.12,173
orange,9.12,167
orange,9.12,146
orange,9.12,153
orange,9.12,153
orange,9.12,147
orange,9.12,152
orange,9.12,160
orange,9.13,162
orange,9.13,170
orange,9.13,148
orange,9.13,164
orange,9.13,142
orange,9.13,161
orange,9.13,176
orange,9.13,160
orange,9.13,176
orange,9.13,146
orange,9.13,161
orange,9.13,171
orange,9.14,161
orange,9.14,150
orange,9.14,162
orange,9.14,141
orange,9.14,162
orange,9.14,173
orange,9.14,158
orange,9.14,161
orange,9.14,158
orange,9.14,167
orange,9.14,150
orange,9.14,160
orange,9.15,159
orange,9.15,166
orange,9.15,149
orange,9.15,147
orange,9.15,160
orange,9.15,155
orange,9.15,176
orange,9.15,162
orange,9.16,156
orange,9.16,156
orange,9.16,147
orange,9.16,152
orange,9.16,154
orange,9.16,155
orange,9.16,165
orange,9.16,156
orange,9.16,164
orange,9.16,151
orange,9.16,148
orange,9.16,151
orange,9.16,172
orange,9.16,169
orange,9.16,162
orange,9.17,176
orange,9.17,158
orange,9.17,162
orange,9.17,151
orange,9.17,149
orange,9.17,159
orange,9.17,170
orange,9.17,169
orange,9.17,141
orange,9.17,149
orange,9.17,165
orange,9.17,152
orange,9.17,150
orange,9.18,176
orange,9.18,162
orange,9.18,153
orange,9.18,153
orange,9.18,163
orange,9.18,186
orange,9.18,160
orange,9.18,157
orange,9.18,168
orange,9.18,170
orange,9.18,159
orange,9.18,163
orange,9.18,166
orange,9.19,153
orange,9.19,148
orange,9.19,156
orange,9.19,160
orange,9.19,145
orange,9.19,156
orange,9.19,150
orange,9.19,161
orange,9.19,135
orange,9.19,145
orange,9.19,145
orange,9.19,159
orange,9.2,174
orange,9.2,153
orange,9.2,165
orange,9.2,151
orange,9.2,160
orange,9.2,159
orange,9.2,141
orange,9.2,173
orange,9.2,158
orange,9.21,160
orange,9.21,148
orange,9.21,168
orange,9.21,144
orange,9.21,163
orange,9.21,162
orange,9.21,167
orange,9.21,154
orange,9.21,143
orange,9.21,172
orange,9.21,171
orange,9.21,156
orange,9.21,164
orange,9.21,168
orange,9.22,173
orange,9.22,149
orange,9.22,165
orange,9.22,150
orange,9.22,153
orange,9.22,158
orange,9.22,139
orange,9.22,171
orange,9.22,153
orange,9.22,153
orange,9.22,166
orange,9.22,151
orange,9.22,156
orange,9.23,150
orange,9.23,152
orange,9.23,165
orange,9.23,173
orange,9.23,163
orange,9.23,168
orange,9.23,165
orange,9.23,149
orange,9.23,171
orange,9.23,144
orange,9.23,142
orange,9.23,160
orange,9.23,169
orange,9.23,148
orange,9.23,166
orange,9.23,159
orange,9.23,173
orange,9.24,147
orange,9.24,170
orange,9.24,171
orange,9.24,163
orange,9.24,166
orange,9.24,165
orange,9.24,150
orange,9.24,171
orange,9.24,177
orange,9.24,145
orange,9.24,146
orange,9.25,169
orange,9.25,136
orange,9.25,155
orange,9.25,168
orange,9.25,140
orange,9.25,163
orange,9.25,158
orange,9.25,145
orange,9.25,156
orange,9.25,168
orange,9.25,137
orange,9.25,175
orange,9.25,154
orange,9.25,164
orange,9.25,158
orange,9.25,157
orange,9.25,153
orange,9.25,159
orange,9.25,156
orange,9.25,155
orange,9.25,163
orange,9.26,159
orange,9.26,140
orange,9.26,156
orange,9.26,158
orange,9.26,154
orange,9.26,158
orange,9.26,159
orange,9.26,155
orange,9.26,163
orange,9.27,157
orange,9.27,172
orange,9.27,156
orange,9.27,150
orange,9.27,151
orange,9.27,166
orange,9.27,152
orange,9.27,145
orange,9.27,155
orange,9.27,150
orange,9.27,149
orange,9.27,168
orange,9.27,154
orange,9.27,145
orange,9.27,154
orange,9.27,177
orange,9.27,154
orange,9.28,140
orange,9.28,158
orange,9.28,152
orange,9.28,176
orange,9.28,140
orange,9.28,163
orange,9.28,154
orange,9.28,146
orange,9.28,169
orange,9.28,157
orange,9.28,154
orange,9.29,160
orange,9.29,161
orange,9.29,153
orange,9.29,152
orange,9.29,162
orange,9.29,161
orange,9.29,142
orange,9.29,151
orange,9.29,161
orange,9.29,159
orange,9.29,149
orange,9.29,161
orange,9.29,151
orange,9.3,154
orange,9.3,152
orange,9.3,182
orange,9.3,156
orange,9.3,150
orange,9.3,143
orange,9.3,154
orange,9.3,150
orange,9.3,171
orange,9.3,165
orange,9.3,170
orange,9.3,153
orange,9.3,157
orange,9.3,167
orange,9.3,151
orange,9.3,165
orange,9.3,151
orange,9.31,162
orange,9.31,157
orange,9.31,161
orange,9.31,139
orange,9.31,165
orange,9.31,167
orange,9.31,149
orange,9.31,151
orange,9.31,161
orange,9.31,149
orange,9.31,134
orange,9.31,161
orange,9.31,146
orange,9.31,156
orange,9.32,170
orange,9.32,160
orange,9.32,146
orange,9.32,172
orange,9.32,153
orange,9.32,167
orange,9.32,163
orange,9.32,145
orange,9.33,160
orange,9.33,159
orange,9.33,160
orange,9.33,156
orange,9.33,157
orange,9.33,157
orange,9.33,164
orange,9.33,176
orange,9.33,163
orange,9.33,141
orange,9.33,149
orange,9.33,132
orange,9.34,148
orange,9.34,168
orange,9.34,159
orange,9.34,164
orange,9.34,155
orange,9.35,147
orange,9.35,173
orange,9.35,155
orange,9.35,163
orange,9.35,163
orange,9.35,150
orange,9.35,161
orange,9.36,166
orange,9.36,171
orange,9.36,144
orange,9.36,161
orange,9.36,156
orange,9.36,153
orange,9.36,164
orange,9.36,175
orange,9.36,163
orange,9.37,143
orange,9.37,158
orange,9.37,165
orange,9.37,152
orange,9.37,155
orange,9.37,163
orange,9.37,172
orange,9.37,163
orange,9.37,170
orange,9.37,144
orange,9.37,174
orange,9.37,153
orange,9.38,149
orange,9.38,149
orange,9.38,153
orange,9.38,162
orange,9.38,149
orange,9.38,152
orange,9.38,163
orange,9.39,150
orange,9.39,147
orange,9.39,148
orange,9.39,157
orange,9.39,157
orange,9.39,175
orange,9.39,153
orange,9.39,153
orange,9.39,158
orange,9.39,164
orange,9.39,143
orange,9.39,154
orange,9.39,144
orange,9.39,143
orange,9.39,155
orange,9.39,164
orange,9.4,152
orange,9.4,150
orange,9.4,154
orange,9.4,147
orange,9.4,171
orange,9.4,155
orange,9.4,159
orange,9.4,149
orange,9.4,144
orange,9.4,155
orange,9.4,150
orange,9.41,169
orange,9.41,178
orange,9.41,155
orange,9.41,154
orange,9.41,155
orange,9.41,151
orange,9.41,147
orange,9.41,146
orange,9.41,165
orange,9.41,148
orange,9.41,148
orange,9.42,157
orange,9.42,150
orange,9.42,156
orange,9.42,156
orange,9.42,156
orange,9.42,174
orange,9.42,150
orange,9.42,159
orange,9.43,164
orange,9.43,157
orange,9.43,156
orange,9.43,163
orange,9.43,177
orange,9.43,167
orange,9.43,167
orange,9.43,146
orange,9.43,149
orange,9.43,165
orange,9.44,163
orange,9.44,158
orange,9.44,150
orange,9.44,163
orange,9.44,153
orange,9.44,158
orange,9.44,162
orange,9.44,158
orange,9.44,147
orange,9.44,169
orange,9.44,160
orange,9.44,164
orange,9.44,143
orange,9.44,167
orange,9.44,151
orange,9.44,164
orange,9.44,163
orange,9.45,156
orange,9.45,149
orange,9.45,158
orange,9.45,144
orange,9.45,143
orange,9.45,154
orange,9.45,153
orange,9.45,154
orange,9.45,164
orange,9.45,138
orange,9.45,151
orange,9.45,160
orange,9.45,153
orange,9.45,150
orange,9.45,161
orange,9.45,155
orange,9.45,166
orange,9.45,173
orange,9.46,160
orange,9.46,154
orange,9.46,166
orange,9.46,163
orange,9.46,169
orange,9.46,148
orange,9.46,152
orange,9.46,162
orange,9.46,163
orange,9.47,157
orange,9.47,153
orange,9.47,154
orange,9.47,144
orange,9.47,153
orange,9.47,138
orange,9.47,154
orange,9.47,162
orange,9.47,142
orange,9.47,164
orange,9.47,147
orange,9.47,146
orange,9.48,162
orange,9.48,161
orange,9.48,149
orange,9.48,160
orange,9.48,171
orange,9.48,143
orange,9.48,168
orange,9.48,148
orange,9.49,180
orange,9.49,166
orange,9.49,148
orange,9.49,160
orange,9.49,164
orange,9.49,153
orange,9.49,157
orange,9.49,160
orange,9.49,155
orange,9.49,150
orange,9.49,156
orange,9.49,133
orange,9.49,159
orange,9.49,167
orange,9.5,143
orange,9.5,163
orange,9.5,156
orange,9.5,145
orange,9.5,153
orange,9.5,170
orange,9.5,149
orange,9.5,135
orange,9.5,152
orange,9.5,156
orange,9.51,167
orange,9.51,140
orange,9.51,161
orange,9.51,156
orange,9.51,145
orange,9.51,173
orange,9.51,148
orange,9.51,171
orange,9.52,162
orange,9.52,164
orange,9.52,158
orange,9.52,147
orange,9.52,144
orange,9.52,163
orange,9.52,162
orange,9.52,145
orange,9.52,158
orange,9.52,165
orange,9.52,165
orange,9.52,170
orange,9.52,155
orange,9.52,162
orange,9.52,156
orange,9.52,167
orange,9.52,153
orange,9.52,148
orange,9.52,152
orange,9.52,150
orange,9.53,150
orange,9.53,160
orange,9.53,151
orange,9.53,154
orange,9.53,146
orange,9.53,168
orange,9.53,156
orange,9.54,138
orange,9.54,155
orange,9.54,153
orange,9.54,155
orange,9.54,151
orange,9.54,172
orange,9.54,162
orange,9.54,168
orange,9.54,163
orange,9.54,175
orange,9.54,157
orange,9.54,151
orange,9.55,144
orange,9.55,159
orange,9.55,148
orange,9.55,161
orange,9.55,165
orange,9.55,147
orange,9.55,154
orange,9.55,140
orange,9.56,157
orange,9.56,160
orange,9.56,171
orange,9.56,164
orange,9.56,169
orange,9.56,161
orange,9.56,153
orange,9.56,160
orange,9.56,141
orange,9.56,158
orange,9.56,162
orange,9.56,143
orange,9.56,144
orange,9.56,135
orange,9.56,161
orange,9.56,151
orange,9.57,164
orange,9.57,167
orange,9.57,145
orange,9.57,151
orange,9.57,159
orange,9.57,160
orange,9.57,151
orange,9.57,164
orange,9.57,156
orange,9.57,154
orange,9.58,158
orange,9.58,134
orange,9.58,156
orange,9.58,184
orange,9.58,136
orange,9.58,145
orange,9.58,140
orange,9.58,171
orange,9.58,147
orange,9.58,152
orange,9.58,159
orange,9.59,169
orange,9.59,169
orange,9.59,139
orange,9.59,156
orange,9.59,145
orange,9.59,166
orange,9.59,162
orange,9.59,174
orange,9.59,170
orange,9.59,154
orange,9.6,159
orange,9.6,155
orange,9.6,145
orange,9.6,161
orange,9.6,145
orange,9.6,149
orange,9.6,144
orange,9.6,165
orange,9.6,133
orange,9.6,153
orange,9.6,143
orange,9.61,152
orange,9.61,142
orange,9.61,143
orange,9.61,139
orange,9.61,180
orange,9.61,162
orange,9.61,186
orange,9.61,136
orange,9.61,152
orange,9.62,151
orange,9.62,156
orange,9.62,160
orange,9.62,159
orange,9.62,150
orange,9.62,165
orange,9.62,148
orange,9.62,155
orange,9.62,148
orange,9.62,158
orange,9.62,158
orange,9.62,155
orange,9.62,159
orange,9.63,163
orange,9.63,154
orange,9.63,158
orange,9.63,153
orange,9.63,152
orange,9.63,159
orange,9.63,153
orange,9.63,152
orange,9.63,174
orange,9.63,146
orange,9.63,169
orange,9.63,142
orange,9.63,140
orange,9.63,140
orange,9.64,156
orange,9.64,151
orange,9.64,165
orange,9.64,152
orange,9.64,168
orange,9.64,166
orange,9.64,147
orange,9.64,134
orange,9.64,146
orange,9.64,155
orange,9.64,145
orange,9.64,177
orange,9.64,161
orange,9.65,155
orange,9.65,160
orange,9.65,165
orange,9.65,161
orange,9.65,171
orange,9.65,174
orange,9.65,151
orange,9.65,148
orange,9.65,154
orange,9.65,147
orange,9.65,172
orange,9.65,142
orange,9.66,145
orange,9.66,159
orange,9.66,153
orange,9.66,150
orange,9.66,164
orange,9.66,147
orange,9.66,162
orange,9.66,158
orange,9.66,149
orange,9.66,149
orange,9.66,152
orange,9.67,149
orange,9.67,160
orange,9.67,155
orange,9.67,172
orange,9.67,154
orange,9.67,148
orange,9.67,147
orange,9.67,161
orange,9.68,147
orange,9.68,156
orange,9.68,175
orange,9.68,161
orange,9.68,156
orange,9.68,157
orange,9.68,158
orange,9.68,155
orange,9.68,182
orange,9.68,165
orange,9.68,159
orange,9.69,151
orange,9.69,146
orange,9.69,161
orange,9.69,166
orange,9.69,157
orange,9.69,159
orange,9.69,151
orange,9.69,155
orange,9.69,165
orange,9.69,139
orange,9.7,152
orange,9.7,145
orange,9.7,149
orange,9.7,162
orange,9.7,145
orange,9.7,149
orange,9.7,146
orange,9.7,158
orange,9.7,160
orange,9.7,157
orange,9.7,154
orange,9.7,165
orange,9.7,164
orange,9.7,164
orange,9.7,143
orange,9.71,162
orange,9.71,152
orange,9.71,138
orange,9.71,152
orange,9.71,157
orange,9.71,156
orange,9.71,156
orange,9.71,146
orange,9.71,152
orange,9.71,127
orange,9.72,163
orange,9.72,160
orange,9.72,160
orange,9.72,157
orange,9.72,161
orange,9.72,155
orange,9.72,164
orange,9.73,181
orange,9.73,152
orange,9.73,165
orange,9.73,139
orange,9.73,156
orange,9.73,159
orange,9.73,148
orange,9.73,162
orange,9.74,140
orange,9.74,155
orange,9.74,152
orange,9.74,147
orange,9.74,162
orange,9.75,170
orange,9.75,152
orange,9.75,143
orange,9.76,168
orange,9.76,170
orange,9.76,171
orange,9.76,153
orange,9.76,146
orange,9.76,158
orange,9.76,157
orange,9.76,163
orange,9.76,149
orange,9.76,171
orange,9.76,164
orange,9.76,168
orange,9.76,154
orange,9.76,144
orange,9.76,159
orange,9.77,169
orange,9.77,172
orange,9.77,157
orange,9.77,161
orange,9.77,168
orange,9.77,159
orange,9.77,152
orange,9.77,149
orange,9.77,160
orange,9.77,171
orange,9.77,164
orange,9.78,138
orange,9.78,141
orange,9.78,156
orange,9.78,167
orange,9.78,161
orange,9.78,168
orange,9.78,157
orange,9.78,147
orange,9.78,145
orange,9.78,156
orange,9.78,162
orange,9.78,156
orange,9.78,154
orange,9.78,157
orange,9.79,140
orange,9.79,162
orange,9.79,161
orange,9.79,164
orange,9.79,158
orange,9.79,174
orange,9.8,153
orange,9.8,158
orange,9.8,150
orange,9.8,148
orange,9.8,172
orange,9.8,155
orange,9.81,151
orange,9.81,147
orange,9.81,160
orange,9.81,158
orange,9.81,160
orange,9.81,159
orange,9.81,144
orange,9.81,158
orange,9.81,163
orange,9.82,149
orange,9.82,154
orange,9.82,159
orange,9.82,153
orange,9.82,147
orange,9.82,149
orange,9.82,160
orange,9.83,160
orange,9.83,160
orange,9.83,174
orange,9.83,143
orange,9.83,165
orange,9.83,167
orange,9.83,157
orange,9.84,162
orange,9.84,149
orange,9.84,151
orange,9.84,159
orange,9.84,176
orange,9.84,172
orange,9.84,170
orange,9.84,149
orange,9.84,159
orange,9.84,150
orange,9.85,158
orange,9.85,138
orange,9.85,149
orange,9.85,155
orange,9.85,170
orange,9.85,150
orange,9.85,136
orange,9.86,159
orange,9.86,154
orange,9.86,162
orange,9.86,158
orange,9.86,161
orange,9.87,146
orange,9.87,168
orange,9.87,159
orange,9.87,141
orange,9.87,154
orange,9.88,155
orange,9.88,157
orange,9.88,164
orange,9.88,168
orange,9.88,141
orange,9.88,139
orange,9.88,153
orange,9.88,149
orange,9.88,146
orange,9.89,148
orange,9.89,127
orange,9.89,139
orange,9.89,160
orange,9.89,152
orange,9.89,170
orange,9.89,144
orange,9.89,180
orange,9.89,153
orange,9.89,145
orange,9.89,178
orange,9.89,168
orange,9.89,165
orange,9.89,144
orange,9.89,160
orange,9.89,163
orange,9.89,149
orange,9.9,141
orange,9.9,154
orange,9.9,159
orange,9.9,165
orange,9.9,158
orange,9.9,137
orange,9.9,155
orange,9.91,169
orange,9.91,153
orange,9.91,152
orange,9.91,162
orange,9.91,140
orange,9.91,161
orange,9.91,156
orange,9.92,161
orange,9.92,162
orange,9.92,155
orange,9.92,162
orange,9.93,149
orange,9.93,161
orange,9.93,147
orange,9.93,161
orange,9.93,155
orange,9.93,163
orange,9.93,159
orange,9.93,162
orange,9.93,159
orange,9.93,135
orange,9.93,143
orange,9.93,147
orange,9.93,153
orange,9.93,160
orange,9.93,165
orange,9.94,151
orange,9.94,141
orange,9.94,150
orange,9.94,155
orange,9.94,167
orange,9.94,139
orange,9.94,145
orange,9.94,159
orange,9.95,146
orange,9.95,168
orange,9.95,175
orange,9.95,167
orange,9.95,134
orange,9.95,162
orange,9.96,153
orange,9.96,152
orange,9.96,141
orange,9.96,167
orange,9.96,162
orange,9.96,162
orange,9.97,163
orange,9.97,165
orange,9.97,158
orange,9.97,162
orange,9.97,167
orange,9.97,158
orange,9.97,139
orange,9.97,171
orange,9.97,153
orange,9.97,159
orange,9.98,156
orange,9.98,157
orange,9.98,154
orange,9.98,150
orange,9.98,153
orange,9.98,153
orange,9.98,170
orange,9.98,159
orange,9.98,146
orange,9.98,152
orange,9.98,155
orange,9.98,168
orange,9.98,165
orange,9.98,134
orange,9.99,172
orange,9.99,168
orange,9.99,159
orange,9.99,154
orange,9.99,159
orange,9.99,192
orange,9.99,161
orange,9.99,147
orange,10,168
orange,10,182
orange,10,168
orange,10,147
orange,10.01,165
orange,10.01,163
orange,10.01,161
orange,10.01,167
orange,10.01,168
orange,10.01,156
orange,10.02,172
orange,10.02,171
orange,10.02,160
orange,10.02,148
orange,10.02,154
orange,10.02,156
orange,10.02,150
orange,10.02,157
orange,10.03,178
